고유번호,화학물질의 명칭,CAS
2014-1-695,"2,4-디니트로톨루엔[2,4-Dinitrotoluene; 121-14-2] 및 이를 0.1% 이상 함유한 혼합물",121-14-2
2014-1-696,2-에톡시에탄올[2-Ethoxyethanol; 110-80-5] 및 이를 0.3% 이상 함유한 혼합물,110-80-5
2014-1-697,2-이미다졸리딘티온[2-Imidazolidinethione; 96-45-7] 및 이를 0.3% 이상 함유한 혼합물,96-45-7
2014-1-698,2-메톡시에탄올[2-Methoxyethanol; 109-86-4] 및 이를 0.3% 이상 함유한 혼합물,109-86-4
2014-1-699,"4,4'-메틸렌디아닐린[4,4'-Methylenedianiline; 101-77-9] 및 이를 0.1% 이상 함유한 혼합물",101-77-9
2014-1-700,1-메틸-2-피롤리디논[1-Methyl-2-pyrrolidinone; 872-50-4] 및 이를 0.3% 이상 함유한 혼합물,872-50-4
2014-1-701,"1,2,3,4-테트라히드로이소퀴놀린[1,2,3,4-Tetrahydroisoquinoline; 91-21-4] 및 이를 25% 이상 함유한 혼합물",91-21-4
2014-1-702,과포름산[Performic acid; 107-32-4] 및 이를 1% 이상 함유한 혼합물,107-32-4
2014-1-703,"5-클로로-2,4,6-트리플루오로피리미딘[5-Chloro-2,4,6-trifluoropyrimidine; 697-83-6] 및 이를 25% 이상 함유한 혼합물",697-83-6
2014-1-704,"염화 [4-(1,1-디메틸에틸)페닐]트리페닐포스포늄[[4-(1,1-Dimethylethyl) phenyl]triphenylphosphonium chloride; 236408-49-4] 및 이를 25% 이상 함유한 혼합물",236408-49-4
2014-1-705,데카클로로테트라실란[Decachlorotetra silane; 13763-19-4] 및 이를 25% 이상 함유한 혼합물,13763-19-4
2014-1-706,"2-에톡시-2,4,4,6,6-펜타플루오로-2λ5,4λ5, 6λ5-1,3,5,2,4,6-트리아자트리포스포린[2-Ethoxy-2,4,4,6,6-pentafluoro-2λ5,4λ5, 6λ5-1,3,5,2,4,6-triazatriphosphorine; 33027-66-6] 및 이를 1% 이상 함유한 혼합물",33027-66-6
2014-1-707,"3,3'-이미노디(프로필아민)[3,3'-Imino di(propylamine); 56-18-8] 및 이를 1% 이상 함유한 혼합물",56-18-8
2014-1-708,디메틸(옥틸)아민[Dimethyl(octyl)amine; 7378-99-6] 및 이를 25%이상 함유한 혼합물,7378-99-6
2014-1-709,"[(1,2,3,4,5-η)-1-메틸-2,4-시클로펜타디엔-1-일]트리스(N-메틸메탄아미나토)지르코늄[[(1,2,3,4,5-η)-1-Methyl-2,4-cyclopentadien-1-yl]tris(N-methylmethanaminato)zirconium; 959974-09-5] 및 이를 5% 이상 함유한 혼합물",959974-09-5
2014-1-710,"[1,1’-비페닐]-2-올과 옥시란의 중합체 [[1.1’-Biphenyl]-2-ol polymer with oxirane; 917924-18-6] 및 이를 25% 이상 함유한 혼합물",917924-18-6
2014-1-711,플루오르화 테트라메틸암모늄 [Tetramethylammonium fluoride; 373-68-2] 및 이를 1% 이상 함유한 혼합물,373-68-2
2014-1-712,"3,4,5,6-테트라클로로-1,2-벤젠디카르보니트릴[3,4,5,6-Tetrachloro-1,2-benzenedicarbonitrile; 1953-99-7] 및 이를 25% 이상 함유한 혼합물",1953-99-7
2014-1-713,플루오로황산 리튬[Lithium fluoro sulfate; 13453-75-3] 및 이를 25% 이상 함유한 혼합물,13453-75-3
2014-1-714,3-부톡시프로필아민[3-Butoxypropylamine; 16499-88-0] 및 이를 5% 이상 함유한 혼합물,16499-88-0
2014-1-715,플루오르화 망간 칼륨 규소[Manganese potassium silicon fluoride; 부여안됨] 및 이를 25% 이상 함유한 혼합물,#N/A
2014-1-716,"염화 히드록시 수소화 수지산 스트론튬 술포[프탈로시아니나토]구리 착화합물[Strontium. chloro hydroxy hydrogenated resin acids [29H,31H- phthalocyaninato (2-)-kN29,kN30, kN31,kN32]copper sulfo derivs. complexes; 1039756-60-9] 및 이를 25% 이상 함유한 혼합물",1039756-60-9
2014-1-717,1-메틸피롤리딘[1-Methylpyrrolidine; 120-94-5] 및 이를 25% 이상 함유한 혼합물,120-94-5
2014-1-718,산화 코발트 리튬 망간 니켈[Cobalt lithium manganese nickel oxide; 182442-95-1] 및 이를 1% 이상 함유한 혼합물,182442-95-1
2014-1-719,"2,6-디이소프로필페닐 이소시아네이트[2,6-Diisopropylphenyl isocyanate; 28178-42-9] 및 이를 1% 이상 함유한 혼합물",28178-42-9
2014-1-720,"4,4'-[1,3-프로판디일비스(옥시)]비스벤젠아민[4,4'-[1,3-Propanediylbis(oxy)] bisbenzenamine; 52980-20-8] 및 이를 1% 이상 함유한 혼합물",52980-20-8
2014-1-721,"4,4'-[1,5-펜탄디일비스(옥시)]비스벤젠아민[4,4'-[1,5-Pentanediylbis(oxy)] bisbenzenamine; 2391-56-2] 및 이를 1% 이상 함유한 혼합물",2391-56-2
2014-1-722,(E)-2-도데세날[(E)-2-Dodecenal; 20407-84-5] 및 이를 25% 이상 함유한 혼합물,20407-84-5
2014-1-723,2-아미노에탄올과 암모니아의 반응생성물[2-Aminoethanol reaction products with ammonia by-products from; 68910-05-4] 및 이를 0.3% 이상 함유한 혼합물,68910-05-4
2016-1-724,"2,2,2-트리플루오로에탄올[2,2,2-Trifluoroethanol; 75-89-8] 및 이를 25% 이상 함유한 혼합물",75-89-8
2016-1-725,"불포화지방산(C=18) 이합체와 1-피페라진에탄아민, 톨유지방산의 반응생성물[Fatty acids, C18-unsatd., dimers, reaction product with 1-piperazineethanamine and tall-oil fatty acid; 206565-89-1] 및 이를 5% 이상 함유한 혼합물",206565-89-1
2016-1-726,"1-메틸-4-(1-메틸에틸)시클로헥산, 테트라히드로 유도체[1-Methyl -4-(1-methylethyl) cyclohexane, tetradehydro 
deriv.; 1329-99-3] 및 이를 25% 이상 함유한 혼합물",1329-99-3
2016-1-727,디클로로(클로로메틸)메틸실란[Dichloro(chloromethyl) methylsilane; 1558-33-4] 및 이를 25% 이상 함유한 혼합물,1558-33-4
2016-1-728,"무수 아세트산과 1,5,10-트리메틸-1,5,9-사이클로도데카트리엔의 반응생성물[Acetic acid, anhydride, reaction products with 1,5,10-trimethyl-1,5,9-cyclododecatriene; 144020-22-4]
및 이를 25% 이상 함유한 혼합물",144020-22-4
2016-1-729,클로로디메틸실란[Chlorodimethylsilane; 1066-35-9] 및 이를 25% 이상 함유한 혼합물,1066-35-9
2016-1-730,"2-프로핀-1-올, 1-메탄술포네이트[2-Propyn-1-ol, 1-methane
sulfonate; 16156-58-4] 및 이를 25% 이상 함유한 혼합물",16156-58-4
2016-1-731,"트리스(2,3,4,5,6-펜타플루오로페닐)보란[Tris(2,3,4,5,6-pentafluorophenyl)borane; 1109-15-5] 및 이를 25% 이상 함유한 혼합물",1109-15-5
2016-1-732,"2,3,5,6-테트라플루오로벤질 트랜스-2-(2,2-디클로로비닐)-3,3-디메틸사이클로프로판카르복실레이트[2,3,5,6-Tetrafluorobenzyl trans-2-(2,2-dichlorovinyl)-3,3-dimethylcyclopropane carboxylate; 118712-89-3] 및 이를 1% 이상 함유한 혼합물",118712-89-3
2016-1-733,2-도데세날[2-Dodecenal; 4826-62-4] 및 이를 25% 이상 함유한 혼합물,4826-62-4
2016-1-734,"트리플루오로트리스(1,1,2,2,2-펜타플루오로에틸)인산 [4-(1-메틸에틸)페닐](4-메틸페닐)이오도늄 (1:1)[[4-(1-Methylethyl)phenyl](4-methylphenyl)iodonium trifluorotris(1,1,2,2,2-pentafluoroethyl)phosphate(1-) (1:1); 1245634-39-2] 및 이를 25% 이상 함유한 혼합물",1245634-39-2
2016-1-735,4-(2-메틸프로필)사이클로헥산프로판알[4-(2-Methylpropyl)cyclohexanepropanal; 1254940-85-6] 및 이를 25% 이상 함유한 혼합물,1254940-85-6
2016-1-736,"6,6a,7,8,9,9a-헥사히드로-7,7,8,9,9-펜타메틸-5H-사이클로펜타[h]퀴나졸린[6,6a,7,8,9,9a-Hexahydro-7,7,8,9,9-pentamethyl-5H-cyclopenta[h]quinazoline; 1392325-86-8] 및 이를 25% 이상 함유한 혼합물",1392325-86-8
2016-1-737,"6,7,8,9-테트라히드로-7,7,8,9,9-펜타메틸-5H-사이클로펜타[h]퀴나졸린[6,7,8,9-Tetrahydro-7,7,8,9,9-pentamethyl-5H-cyclopenta[h]quinazoline; 1315251-11-6] 및 이를 25% 이상 함유한 혼합물",1315251-11-6
2016-1-738,"N3-(에틸카본이미도일)-N1,N1-디메틸-1,3-프로판디아민의 염산염 (1:1)[N3-(Ethylcarbonimidoyl)-N1,N1-dimethyl-1,3-propanediamine, hydrochloride (1:1); 25952-53-8] 및 이를 25% 이상 함유한 혼합물",25952-53-8
2016-1-739,"N1-(3-아미노프로필)-N1-도데실-1,3-프로판디아민[N1-(3-Aminopropyl)-N1-dodecyl-1,3-propanediamine; 2372-82-9] 및 이를 2.5% 이상 함유한 혼합물",2372-82-9
2016-1-740,"(1R,4aS,10aR)-1,2,3,4,4a,9,10,10a-옥타히드로-1,4a-디메틸-7-(1-메틸에틸)-1-페난트렌메탄아민, 브롬산염 (1:1)[(1R,4aS,10aR)-1,2,3,4,4a,9,10,10a-Octahydro-1,4a-dimethyl-7-(1-methylethyl)-1-phenanthrenemethanamine, hydrobromide (1:1); 40043-73-0] 및 이를 25% 이상 함유한 혼합물",40043-73-0
2016-1-741,"트리페닐술포늄과 1-[(3-히드록시트리시클로[3.3.1.13,7]데실)메틸] 2,2-디플루오로-2-설포아세테이트(1:1)의 염[Triphenylsulfonium salt with 1-[(3-hydroxytricyclo[3.3.1.13,7]dec-1-yl)methyl] 2,2-difluoro-2-sulfoacetate (1:1); 912290-04-1] 및 이를 25% 이상 함유한 혼합물",912290-04-1
2016-1-742,"테트라히드로-1,3,4,6-테트라키스(2-메르캅토에틸)이미다조[4,5-d]이미다졸-2,5(1H,3H)-디온[Tetrahydro-1,3,4,6-tetrakis(2-mercaptoethyl)imidazo[4,5-d]imidazole-2,5(1H,3H)-dione; 1569262-17-4] 및 이를 25% 이상 함유한 혼합물",1569262-17-4
2016-1-743,1-니트로나프탈렌[1-Nitronaphthalene; 86-57-7] 및 이를 25% 이상 함유한 혼합물,86-57-7
2016-1-744,1-메틸-4-(4-메틸펜틸)-3-사이클로헥센-1-카복스알데하이드[1-Methyl-4-(4-methylpentyl)-3-cyclohexene-1-carboxaldehyde; 66327-54-6] 및 이를 25% 이상 함유한 혼합물,66327-54-6
2016-1-745,(T-4)-트리플로로(피페리딘)보론[(T-4)-Trifluoro(piperidine)boron; 592-39-2] 및 이를 1% 이상 함유한 혼합물,592-39-2
2016-1-746,2-니트로페닐붕산[2-Nitrophenylboronic acid; 5570-19-4] 및 이를 25% 이상 함유한 혼합물,5570-19-4
2016-1-747,"α,2,2,6-테트라메틸사이클로헥센부탄알[α,2,2,6-Tetramethylcyclohexenebutanal; 65405-84-7] 및 이를 25% 이상 함유한 혼합물",65405-84-7
2016-1-748,7-니트로-1H-벤조트리아졸[7-Nitro-1H-benzotriazole; 6299-39-4] 및 이를 25% 이상 함유한 혼합물,6299-39-4
2016-1-749,펜타노일 클로라이드[Pentanoyl chloride; 638-29-9] 및 이를 25% 이상 함유한 혼합물,638-29-9
2017-1-750,"4-(옥타하이드로-4,7-메타노-5H-인덴-5-일리덴)부탄알[4-(Octahydro-4,7-methano-5H-inden-5-ylidene)butanal; 30168-23-1] 및 이를 25% 이상 함유한 혼합물",30168-23-1
2017-1-751,tert-부틸포스핀[tert-Butylphosphine; 2501-94-2] 및 이를 25% 이상 함유한 혼합물,2501-94-2
2017-1-752,"2-(아미노티옥소메틸)하이드라진카보디티오산 칼륨 (1:1)[2-(Aminothioxomethyl)hydrazinecarbodithioic acid, potassium salt (1:1); 73771-62-7] 및 이를 25% 이상 함유한 혼합물",73771-62-7
2017-1-753,"α,α-디플루오로트리사이클로[3.3.1.13,7]데칸-1-에탄술폰산 트리페닐술포늄 (1:1)[Triphenylsulfonium, α,α-difluorotricyclo[3.3.1.13,7]decane-1-ethanesulfonate (1:1); 1146597-81-0] 및 이를 25% 이상 함유한 혼합물",1146597-81-0
2017-1-754,"(4-사이클로헥실페닐)디페닐술포늄과 1,1,2,2,3,3,4,4,4-노나플루오로-1-부탄술폰산 (1:1)의 염[(4-Cyclohexylphenyl)diphenylsulfonium salt with 1,1,2,2,3,3,4,4,4-nonafluoro-1-butanesulfonic acid (1:1); 425670-64-0] 및 이를 25% 이상 함유한 혼합물",425670-64-0
2017-1-755,"(3S,4R)-3-[(1,3-벤조디옥솔-5-일옥시)메틸]-4-(4-플루오로페닐)-1-메틸피페리딘[(3S,4R)-3-[(1,3-Benzodioxol-5-yloxy)methyl]-4-(4-fluorophenyl)-1-methylpiperidine; 110429-36-2] 및 이를 25% 이상 함유한 혼합물",110429-36-2
2017-1-756,"N,N'-디에틸-N,N'-디메틸실란디아민[N,N'-Diethyl-N,N'-dimethylsilanediamine; 1011514-41-2] 및 이를 25% 이상 함유한 혼합물",1011514-41-2
2017-1-757,"트리페닐술포늄과 2,2,2-트리플루오로-1-(술포메틸)에틸트리사이클로[3.3.1.13,7]데칸-1-카르복실레이트 (1:1)의 염[Triphenylsulfonium salt with 2,2,2-trifluoro-1-(sulfomethyl)ethyl tricyclo[3.3.1.13,7]decane-1-carboxylate (1:1); 1638216-03-1] 및 이를 25% 이상 함유한 혼합물",1638216-03-1
2017-1-758,"트리페닐술포늄과 2,3-비스(2,2,2-플루오로에틸) 5-술포비사이클로[2.2.1]헵탄-2,3-디카르복실레이트 (1:1)의 염[Triphenylsulfonium salt with 2,3-bis(2,2,2-trifluoroethyl) 5-sulfobicyclo[2.2.1]heptane-2,3-dicarboxylate (1:1); 부여되지 않음] 및 이를 25% 이상 함유한 혼합물",#N/A
2017-1-759,"(1-메틸에틸)-1,1'-비페닐[(1-Methylethyl)-1,1'-biphenyl; 25640-78-2] 및 이를 25% 이상 함유한 혼합물",25640-78-2
2017-1-760,"2,4,6-트리메틸-2,4,6-트리스(3,3,3-트리플루오로프로필)사이클로트리실록산[2,4,6-Trimethyl-2,4,6-tris(3,3,3-trifluoropropyl)cyclotrisiloxane; 2374-14-3] 및 이를 10% 이상 함유한 혼합물",2374-14-3
2017-1-761,"1,4-디클로로벤젠[1,4-Dichlorobenzene; 106-46-7] 및 이를 25%이상 함유한 혼합물",106-46-7
2017-1-762,d-리모넨[d-Limonene; 5989-27-5] 및 이를 25%이상 함유한 혼합물,5989-27-5
2017-1-763,"1,2-디클로로프로판[1,2-Dichloropropane; 78-87-5] 및 이를 25%이상 함유한 혼합물",78-87-5
2017-1-764,"4,5-디클로로-2-N-옥틸-4-이소티아졸린-3-온[4,5-Dichloro-2-N-octyl-4-isothizaolin-3-one; 64359-81-5] 및 이를 1%이상 함유한 혼합물",64359-81-5
2017-1-765,"1,1,2,2-테트라플루오로디보란(4)[1,1,2,2-Tetrafluorodiborane(4); 13965-73-6, 206760-59-0] 및 이를 1.0% 이상 함유한 혼합물",13965-73-6
2017-1-766,아세트산 팔라듐(Ⅱ)[Palladium(Ⅱ) acetate; 3375-31-3] 및 이를 1.0% 이상 함유한 혼합물,3375-31-3
2017-1-767,"1,4-디티안-2,5-디(메탄티올)[1,4-Dithiane-2,5-di(methanethiol); 136122-15-1] 및 이를 25% 이상 함유한 혼합물",136122-15-1
2017-1-768,펜타키스(트리메틸실일) 트리포스페이트[Pentakis(trimethylsilyl) triphosphate; 102767-76-0] 및 이를 25% 이상 함유한 혼합물,102767-76-0
2017-1-769,"수소화 피마자유 지방산, 데칸산, 옥탄산, 에틸렌디아민과 테트라메틸렌디아민의 반응생성물[Reaction products of hydrogenated castor-oil fatty acids, decanoic acid, octanoic acid, ethylenediamine and tetramethylenediamine; 부여되지 않음] 및 이를 2.5% 이상 함유한 혼합물",#N/A
2017-1-770,"N,N,N-트리메틸메탄아미늄과 2,2-디메틸프로판산 (1:1)의 염[N,N,N-Trimethylmethanaminium salt with 2,2-dimethylpropanoic acid (1:1); 53803-13-7] 및 이를 25% 이상 함유한 혼합물",53803-13-7
2017-1-771,메틸 2-프로핀일 카보네이트[Methyl 2-propynyl carbonate; 61764-71-4] 및 이를 25% 이상 함유한 혼합물,61764-71-4
2017-1-772,비스(4-메틸-2-펜탄올)이타코네이트와 α-메틸벤질아민의 반응생성물[Reaction product of bis(4-methyl-2-pentanol)itaconate and α-methylbezylamine; 부여되지 않음] 및 이를 25% 이상 함유한 혼합물,#N/A
2017-1-773,"3-메틸-5-사이클로테트라데센-1-온[3-Methyl-5-cyclotetradecen-1-one; 259854-70-1, 259854-71-2] 및 이를 25% 이상 함유한 혼합물",259854-70-1
,3-메틸-5-사이클로테트라데센-1-온[3-Methyl-5-cyclotetradecen-1-one; 259854-71-2] 및 이를 25% 이상 함유한 혼합물,259854-71-2
2017-1-774,"(4-메틸페닐)디페닐술포늄과 2,2-디플루오로-2-술포아세트산 1-(헥사히드로-5-옥소-2,6-메타노푸로[3,2-b]푸란-3-인)의 염 (1:1)[(4-Methylphenyl)diphenylsulfonium salt with 1-(hexahydro-5-oxo-2,6-methanofuro[3,2-b]furan-3-yl) 2,2-difluoro-2-sulfoacetate(1:1); 1112983-16-0] 및 이를 25% 이상 함유한 혼합물",1112983-16-0
2017-1-775,"트리플루오로메탄술폰산 트리페닐술포늄 (1:1)[Triphenylsulfonium, trifluoromethanesulfonate (1:1); 66003-78-9] 및 이를 25% 이상 함유한 혼합물",66003-78-9
2017-1-776,"1,1,2,2,3,3,4,4,4-노나플루오로-1-부탄술폰산 (4-메틸페닐)디페닐술포늄 (1:1)[(4-Methylphenyl)diphenylsulfonium, 1,1,2,2,3,3,4,4,4-nonafluoro-1-butanesulfonate (1:1); 284474-28-8] 및 이를 25% 이상 함유한 혼합물",284474-28-8
2017-1-777,"2-히드록시벤조산 트리페닐술포늄 (1:1)[Triphenylsulfonium, 2-hydroxybenzoate (1:1); 345580-99-6] 및 이를 25% 이상 함유한 혼합물",345580-99-6
2017-1-778,"(4-메틸페닐)디페닐술포늄과 운데칸산 2-[(2,2-디플루오로-2-술포아세틸)옥시]에틸의 염 (1:1)[(4-Methylphenyl)diphenylsulfonium salt with 2-[(2,2-difluoro-2-sulfoacetyl)oxy]ethyl undecanoate (1:1); 1186651-99-9] 및 이를 25% 이상 함유한 혼합물",1186651-99-9
2017-1-779,"트리페닐술포늄과 트리사이클로[3.3.1.13,7]데칸-카복실산 2-[[(트리플루오로메틸)술포닐]아미노]에틸의 염 (1:1)[Triphenylsulfonium salt with 2-[[(trifluoromethyl)sulfonyl]amino]ethyl tricyclo[3.3.1.13,7]decane-1-carboxylate (1:1); 1373359-69-3] 및 이를 25% 이상 함유한 혼합물",1373359-69-3
2017-1-780,"트리페닐술포늄과 4,7,7-트리메틸-3-옥소-2-옥사바이사이클로[2.2.1]헵탄-1-카복실산 2-술포에틸의 염 (1:1)[Triphenylsulfonium salt with 2-sulfoethyl 4,7,7-trimethyl-3-oxo-2-oxabicyclo[2.2.1]heptane-1-carboxylate (1:1); 1523503-87-8] 및 이를 25% 이상 함유한 혼합물",1523503-87-8
2017-1-781,"오염화인과 염화암모늄의 중합체, 산화[Pentachlorophosphorane polymer with ammonium chloride ((NH4)​Cl)​, oxidized; 1391992-23-6] 및 이를 25% 이상 함유한 혼합물",1391992-23-6
2017-1-782,클로로에테닐디메틸실란[Chloroethenyldimethy​lsilane; 1719-58-0] 및 이를 25% 이상 함유한 혼합물,1719-58-0
2017-1-783,"알킬(C=12~18)디메틸아민[Amines, alkyl(C=12~18)dimethyl; 68391-04-8] 및 이를 2.5% 이상 함유한 혼합물",68391-04-8
2017-1-784,1-나프탈렌붕산[1-Naphthalenylboronic acid; 13922-41-3] 및 이를 1% 이상 함유한 혼합물,13922-41-3
2017-1-785,2-프로펜산 4-벤조일페닐[4-Benzoylphenyl 2-propenoate; 22535-49-5] 및 이를 25% 이상 함유한 혼합물,22535-49-5
2017-1-786,"1,1-디메틸에틸 N-[(2,5-디아미노페닐)메틸]카바메이트[1,1-Dimethylethyl N-[(2,5-diaminophenyl)methyl]carbamate; 1225193-85-0] 및 이를 25% 이상 함유한 혼합물",1225193-85-0
2017-1-787,"헥사데칸산 2,2,6,6-테트라메틸-4-피페리딘일과 옥타데칸산 2,2,6,6-테트라메틸-4-피페리딘일의 혼합물[Mixture of 2,2,6,6-tetramethyl-4-piperidinyl hexadecanoate(85916-01-4) and 2,2,6,6-tetramethyl-4-piperidinyl octadecanoate(24860-22-8); 부여되지 않음] 및 이를 25% 이상 함유한 혼합물",85916-01-4
,"2,2,6,6-tetramethyl-4-piperidinyl octadecanoate(24860-22-8); 부여되지 않음] 및 이를 25% 이상 함유한 혼합물",24860-22-8
2017-1-788,"N-[3-(이소데실옥시)프로필]-1,3-프로판디아민[N-[3-(Isodecyloxy)propyl]-1,3-propanediamine; 72162-46-0] 및 이를 25% 이상 함유한 혼합물",72162-46-0
2017-1-789,"N-메틸-1,3-사이클로펜타디엔-1-에탄아민과 N-메틸-2,4-사이클로펜타디엔-1-에탄아민의 혼합물[Mixture of N-methyl-1,3-cyclopentadiene-1-ethanamine(195384-27-1) and N-methyl-2,4-cyclopentadiene-1-ethanamine(195384-28-2); 부여되지 않음] 및 이를 25% 이상 함유한 혼합물",195384-27-1
,"N-methyl-2,4-cyclopentadiene-1-ethanamine(195384-28-2); 부여되지 않음] 및 이를 25% 이상 함유한 혼합물",195384-28-2
2017-1-790,질화리튬[Lithium nitride; 26134-62-3] 및 이를 25% 이상 함유한 혼합물,26134-62-3
2017-1-791,테트라플루오로게르마늄[Tetrafluorogermane-72Ge; 62566-74-9] 및 이를 1% 이상 함유한 혼합물,62566-74-9
2017-1-792,염화 4-클로로부타노일[4-Chlorobutanoyl chloride; 4635-59-0] 및 이를 1% 이상 함유한 혼합물,4635-59-0
2017-1-793,"3,3-디메틸-2-옥소부탄니트릴[3,3-Dimethyl-2-oxobutanenitrile; 42867-40-3] 및 이를 1% 이상 함유한 혼합물",42867-40-3
2017-1-794,"3,7,7-트리메틸바이사이클로[4.1.0]헵-3-텐[3,7,7-Trimethylbicyclo[4.1.0]hept-3-ene; 13466-78-9] 및 이를 25% 이상 함유한 혼합물",13466-78-9
2017-1-795,"(R,S)-니코틴[(R,S)-Nicotine; 22083-74-5] 및 이를 1% 이상 함유한 혼합물",22083-74-5
2017-1-796,2-메틸-2-프로펜산 3-(클로로디메틸실일)프로필[3-(Chlorodimethylsilyl)propyl 2-methyl-2-propenoate; 24636-31-5] 및 이를 25% 이상 함유한 혼합물,24636-31-5
2017-1-797,"2,2,6,6-테트라메틸피페리딘[2,2,6,6-Tetramethylpiperidine; 768-66-1] 및 이를 25% 이상 함유한 혼합물",768-66-1
2017-1-798,인화 황화 인듐 아연[Indium zinc phosphide sulfide; 1672739-33-1] 및 이를 25% 이상 함유한 혼합물,1672739-33-1
2017-1-799,"불포화지방산(C=18) 삼합체와 트리에틸렌테트라아민의 반응생성물[Fatty acids, (C=18)-unsatd., trimers reaction products with triethylenetetramine; 162627-18-1] 및 이를 25% 이상 함유한 혼합물",162627-18-1
2017-1-800,"(OC-6-11)-헥사플루오로망간(2-), 칼륨 (1:2)[(OC-6-11)-Hexafluoromanganate(2-), potassium (1:2); 16962-31-5] 및 이를 25% 이상 함유한 혼합물",16962-31-5
2017-1-801,1-스피로[4.5]덱-7-엔-7-일-4-펜텐-1-온과 1-스피로[4.5]덱-6-엔-7-일-4-펜텐-1-온의 혼합물[Mixture of 1-spiro[4.5]dec-7-en-7-yl-4-penten-1-one and 1-spiro[4.5]dec-6-en-7-yl-4-penten-1-one; 부여되지 않음] 및 이를 25% 이상 함유한 혼합물,#N/A
2017-1-802,트리페틸술포늄과 트리스[(트리플루오로메틸)술포닐]메탄의 염 (1:1)[Triphenylsulfonium salt with tris[(trifluoromethyl)sulfonyl]methane (1:1); 393110-05-9] 및 이를 25% 이상 함유한 혼합물,393110-05-9
2017-1-803,"1,5,2,4-디옥사디티안, 2,2,4,4-테트라옥사이드[1,5,2,4-Dioxadithiane, 2,2,4,4-tetraoxide; 99591-74-9] 및 이를 1.0% 이상 함유한 혼합물",99591-74-9
2017-1-804,"12-에텐일-8-옥타데센디오산, N1-(2-아미노에틸)-1,2-에탄디아민, 8,12-에이코사디엔디오산과 피페라진의 중합체[12-Ethenyl-8-Octadecenedioic acid polymer with N1-(2-aminoethyl)-1,2-ethanediamine, 8,12-eicosadienedioic acid and piperazine; 1331747-26-2] 및 이를 25% 이상 함유한 혼합물",1331747-26-2
2017-1-805,"트리페닐술포늄과 α,α,β,β-테트라플루오로헥사하이드로스피로[4,7-메타노-1,3-벤조디옥솔-2,2'-트리사이클로[3.3.1.13,7]데센]-5-에탄술폰산 (1:1)의 염[Triphenylsulfonium, α,α,β,β-tetrafluorohexahydrospiro[4,7-methano-1,3-benzodioxole-2,2'-tricyclo[3.3.1.13,7]decane]-5-ethanesulfonic acid (1:1); 1639212-96-6] 및 이를 25% 이상 함유한 혼합물",1639212-96-6
2017-1-806,"2-프로펜산 부틸과 1,3-사이클로헥산디메탄아민의 중합체와 부틸 글리시딜 에테르의 반응생성물[Butyl 2-propenoate polymer with 1,3-cyclohexanedimethanamine, reaction products with Bu glycidyl ether; 1257085-86-1] 및 이를 2.5% 이상 함유한 혼합물",1257085-86-1
2017-1-807,트리플루오로트리스(퍼플루오로에틸)인산 칼륨 (1:1)[Potassium trifluorotris(perfluoroethyl)phosphate(1-) (1:1); 123215-04-3] 및 이를 25% 이상 함유한 혼합물,123215-04-3
2017-1-808,2-아미노-5-클로로벤즈아미드[2-Amino-5-chlorobenzamide; 5202-85-7] 및 이를 25% 이상 함유한 혼합물,5202-85-7
2017-1-809,"1,1,1-트리플루오로-N-[(트리플루오로메틸)술포닐]메탄술폰아미드의 칼륨염 (1:1)[1,1,1-Trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide, potassium salt (1:1); 90076-67-8] 및 이를 25% 이상 함유한 혼합물",90076-67-8
2017-1-810,"트리페닐술포늄과 2,2-디플루오로-2-술포아세트산 1-(트리사이클로[3.3.1.13,7]데실메틸)의 염 (1:1)[Triphenylsulfonium salt with 1-(tricyclo[3.3.1.13,7]dec-1-ylmethyl) 2,2-difluoro-2-sulfoacetate (1:1); 1022939-88-3] 및 이를 25% 이상 함유한 혼합물",1022939-88-3
2018-1-811,"2,2-디브로모-2-니트로에탄올[2,2-Dibromo-2-nitroethanol; 69094-18-4] 및 이를 25% 이상 함유한 혼합물",69094-18-4
2018-1-812,황산 테트라키스(히드록시메틸)포스포늄[Tetrakis(hydroxymethyl)phosphonium sulfate; 55566-30-8] 및 이를 25% 이상 함유한 혼합물,55566-30-8
2018-1-813,"2-메틸-2-프로펜산 2,2,2-트리플루오로에틸[2,2,2-Trifluoroethyl 2-methyl-2-propenoate; 352-87-4] 및 이를 25% 이상 함유한 혼합물",352-87-4
2018-1-814,이소시안산 tert-부틸[tert-Butyl isocyanate; 1609-86-5] 및 이를 25% 이상 함유한 혼합물,1609-86-5
2018-1-815,2-메틸아세토페논[2-Methylacetophenone; 577-16-2] 및 이를 25% 이상 함유한 혼합물,577-16-2
2018-1-816,부탄디니트릴[Butanedinitrile; 110-61-2] 및 이를 25% 이상 함유한 혼합물,110-61-2
2018-1-817,"디페닐(2,4,6-트리메틸페닐)술포늄과 2,4-디플루오로벤젠술폰산의 염 (1:1) [Diphenyl(2,4,6-trimethylphenyl)sulfonium salt with 2,4-difluorobenzenesulfonic acid (1:1); 431059-71-1] 및 이를 25% 이상 함유한 혼합물",431059-71-1
